obj_id,ra,dec,filter,mjd,instrument_id,instrument_name,ra_unc,dec_unc,origin,id,groups,altdata,mag,magerr,magsys,limiting_mag
ZTF19aadyppr,,,ztfg,59401.22344909981,1,ZTF,,,None,142238417,[3],,,,ab,20.217500686645508
ZTF19aadyppr,,,ztfi,59424.18370370008,1,ZTF,,,None,142238445,[3],,,,ab,20.04960060119629
ZTF19aadyppr,,,ztfr,59401.3208217998,1,ZTF,,,None,142238418,[3],,,,ab,20.13640022277832
ZTF19aadyppr,,,ztfr,59403.20431709988,1,ZTF,,,None,142238419,[3],,,,ab,20.35919952392578
ZTF19aadyppr,202.4266737,47.1879811,ztfr,59424.20694439998,1,ZTF,,,None,142238446,[3],,,,ab,20.0067963526589
ZTF19aadyppr,,,ztfr,59405.203877300024,1,ZTF,,,None,142238420,[3],,,,ab,20.44420051574707
ZTF19aadyppr,,,ztfg,59405.22114579985,1,ZTF,,,None,142238421,[3],,,,ab,20.392799377441406
ZTF19aadyppr,,,ztfr,59407.20346060023,1,ZTF,,,None,142238422,[3],,,,ab,20.352500915527344
ZTF19aadyppr,,,ztfg,59407.23892359994,1,ZTF,,,None,142238423,[3],,,,ab,20.209400177001953
ZTF19aadyppr,,,ztfr,59409.200347200036,1,ZTF,,,None,142238424,[3],,,,ab,20.27120018005371
ZTF19aadyppr,,,ztfg,59409.222048600204,1,ZTF,,,None,142238425,[3],,,,ab,20.221200942993164
ZTF19aadyppr,,,ztfg,59411.19609950017,1,ZTF,,,None,142238426,[3],,,,ab,19.727699279785156
ZTF19aadyppr,,,ztfr,59411.22045140015,1,ZTF,,,None,142238427,[3],,,,ab,19.87540054321289
ZTF19aadyppr,,,ztfg,59414.24016200006,1,ZTF,,,None,142238428,[3],,,,ab,19.517200469970703
ZTF19aadyppr,,,ztfg,59419.1967823999,1,ZTF,,,None,142238429,[3],,,,ab,19.149900436401367
ZTF19aadyppr,,,ztfr,59419.28506939998,1,ZTF,,,None,142238430,[3],,,,ab,16.989999771118164
ZTF19aadyppr,202.4266737,47.1879811,ztfr,59424.20694439998,1,ZTF,,,None,143587743,[3],,,,ab,20.00677243791911
ZTF19aadyppr,202.426681,47.187963,ztfr,59428.18703699997,1,ZTF,,,None,143587744,[3],,,,ab,19.753399933372815
